restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,is_open
Toscano,Casual Dining,4.2,1038,1500.0,Yes,Yes,"Italian, Salad",Whitefield,Whitefield,Yes
Toscano - Mojito Bar,Casual Dining,4.3,654,1500.0,Yes,Yes,"Continental, Italian, Mediterranean, Salad",Whitefield,Whitefield,Yes
Toscano Wine Connection,"Casual Dining, Bar",2.8,40,1200.0,No,No,"Mediterranean, Italian",Brookefield,"Varthur Main Road, Whitefield",Yes
Tosco,Beverage Shop,3.5,13,250.0,No,No,Beverages,Indiranagar,Indiranagar,Yes
Totaram's Paranthas,Quick Bites,3.5,140,300.0,Yes,No,North Indian,Malleshwaram,New BEL Road,Yes
Totus,Quick Bites,2.8,40,300.0,Yes,No,Chinese,Bannerghatta Road,BTM,Yes
Treat,Casual Dining,3.8,60,800.0,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield,Yes
Treat Kitchen,Quick Bites,3.8,79,400.0,Yes,No,"North Indian, Chinese, Seafood",Marathahalli,Thippasandra,Yes
Treat Restaurant,Casual Dining,2.8,31,400.0,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Whitefield,Yes
Treatley,Delivery,3.1,425,500.0,Yes,No,"North Indian, Fast Food",Whitefield,Whitefield,Yes
Tree Top,Casual Dining,3.8,74,1000.0,Yes,No,"Continental, Chinese, North Indian, South Indian",Basavanagudi,Wilson Garden,Yes
Tree Tops Bar & Kitchen,"Casual Dining, Bar",4.4,108,1000.0,No,Yes,"North Indian, Chinese, Continental, Italian",Brigade Road,Lavelle Road,Yes
Trendz Corner,Quick Bites,3.6,31,200.0,No,No,"South Indian, North Indian",Basavanagudi,Jayanagar,Yes
Trick Or Treat,Cafe,4.2,618,500.0,No,No,"Cafe, Burger, Continental, Pizza, Steak",Brigade Road,Brigade Road,Yes
TRIGEREATO,Cafe,4.3,104,700.0,Yes,Yes,"Cafe, Continental, Beverages",Koramangala 7th Block,Koramangala 8th Block,Yes
Trinity Club Lounge,Lounge,3.5,20,1500.0,No,No,Finger Food,Brookefield,Whitefield,Yes
Trippy Paradise,Cafe,2.6,59,900.0,Yes,No,Cafe,Bannerghatta Road,BTM,Yes
Tripti Hotel & Restaurant,Quick Bites,3.6,18,200.0,No,No,"Biryani, South Indian, North Indian",New BEL Road,New BEL Road,Yes
Tripura Express,"Takeaway, Delivery",2.9,156,450.0,Yes,No,"Pizza, Beverages",Indiranagar,Old Airport Road,Yes
Trisha's Kitchen,"Takeaway, Delivery",3.2,4,300.0,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,Yes
Triveni,Casual Dining,3.6,33,600.0,Yes,No,"Andhra, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Yes
Trofi N Treats,Food Court,2.8,9,250.0,Yes,No,"Rolls, Fast Food",Rajajinagar,Vijay Nagar,Yes
Troll,Dessert Parlor,3.8,102,300.0,Yes,No,"Desserts, Ice Cream",Brigade Road,Indiranagar,Yes
Troll Cafe,Cafe,3.4,7,400.0,No,No,Cafe,Malleshwaram,Rajajinagar,Yes
TRP -That Roll Place,"Quick Bites, Food Court",3.6,14,200.0,No,No,"Fast Food, Rolls",Bellandur,Bellandur,Yes
TRS Family Restaurant,Quick Bites,2.8,40,150.0,No,No,"South Indian, Andhra",Electronic City,Electronic City,Yes
TRUE BLEU RESTO CAFE,Quick Bites,4.2,70,400.0,Yes,No,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",HSR,HSR,Yes
True South,Quick Bites,2.8,40,200.0,Yes,No,"Beverages, Fast Food",Electronic City,Electronic City,Yes
Truffles,Cafe,4.5,3568,900.0,No,No,"Cafe, American, Burger, Steak",Brigade Road,St. Marks Road,Yes
Truly Punjab,"Takeaway, Delivery",4.0,360,500.0,Yes,No,"North Indian, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Tuba Rolls & Snacks,Quick Bites,3.0,58,200.0,Yes,No,"Chinese, Fast Food, North Indian, Rolls",Electronic City,Electronic City,Yes
Tuckinto,Cafe,3.8,30,400.0,Yes,No,Cafe,Malleshwaram,Yeshwantpur,Yes
Tuffreys,Dessert Parlor,3.6,25,250.0,Yes,No,"Desserts, Ice Cream",Indiranagar,CV Raman Nagar,Yes
Tuk-Tuk,Food Court,2.7,36,400.0,No,No,North Indian,Whitefield,Whitefield,Yes
Tulips,Casual Dining,3.1,19,800.0,No,No,"North Indian, South Indian, Chinese, Continental",Bannerghatta Road,Bannerghatta Road,Yes
Tumbites,Quick Bites,2.8,40,200.0,Yes,No,North Indian,Bellandur,Bellandur,Yes
Tummy Delight,Quick Bites,3.5,15,400.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Tummy Fuel,Cafe,4.1,450,400.0,Yes,No,"Cafe, Beverages, Fast Food",Jayanagar,Jayanagar,Yes
Tummy Singh,Quick Bites,2.8,40,700.0,Yes,No,"North Indian, Chinese",Brookefield,Brookefield,Yes
Tummy Wants Yummy,Quick Bites,2.8,40,150.0,No,No,North Indian,Marathahalli,Marathahalli,Yes
Tunday Kababi,Casual Dining,3.8,721,500.0,Yes,No,"North Indian, Rolls, Kebab",Indiranagar,Indiranagar,Yes
Turkish Shawarma,"Takeaway, Delivery",3.6,21,200.0,Yes,No,Rolls,Basavanagudi,BTM,Yes
Turquoise,Lounge,2.8,56,1200.0,No,No,North Indian,Bannerghatta Road,JP Nagar,Yes
Twilight Global Restaurant,Quick Bites,3.5,22,600.0,Yes,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,Yes
Twins,"Casual Dining, Bar",3.8,139,500.0,No,No,"North Indian, Chinese, Continental",Kalyan Nagar,Kammanahalli,Yes
Twist N Roll,Quick Bites,3.4,13,,No,No,Fast Food,New BEL Road,Yelahanka,Yes
Twiststick House,Quick Bites,4.1,163,500.0,Yes,No,"Continental, Fast Food, Street Food, Momos",Banashankari,Basavanagudi,Yes
Two Friends Cauldron,Casual Dining,4.1,448,700.0,Yes,Yes,"Continental, Italian, American",Bannerghatta Road,JP Nagar,Yes
Two States,Quick Bites,3.4,5,250.0,No,No,"North Indian, South Indian, Chinese, Street Food","Byresandra,Tavarekere,Madiwala",BTM,Yes
U.P. Dhaba,Quick Bites,2.8,511,350.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,Yes
UBCR,Cafe,3.5,9,1000.0,No,No,"Italian, American, Chinese, Arabian, North Indian, Cafe",Marathahalli,Marathahalli,Yes
UBCR Cafe & Resto,Cafe,3.6,17,500.0,No,No,"Cafe, Burger, Continental, Chinese",HSR,HSR,Yes
UBQ By Barbeque Nation,Delivery,3.1,14,450.0,Yes,No,"North Indian, BBQ, Biryani, Kebab",Kalyan Nagar,Kalyan Nagar,Yes
Uday Sweets,Sweet Shop,3.5,33,250.0,Yes,No,"Mithai, Fast Food",Koramangala 4th Block,Koramangala 6th Block,Yes
Udupa Fast Food,Quick Bites,3.3,4,400.0,No,No,South Indian,Malleshwaram,Rajajinagar,Yes
Udupas Veg Restaurant,Quick Bites,3.2,11,300.0,No,No,"South Indian, North Indian",Frazer Town,Banaswadi,Yes
Udupi Aatithya,Quick Bites,4.0,77,300.0,Yes,No,"South Indian, North Indian, Chinese",Bellandur,Bellandur,Yes
Udupi Bhavan,Quick Bites,3.8,170,400.0,Yes,No,"Chinese, North Indian, South Indian",HSR,HSR,Yes
Udupi Cafe,Quick Bites,3.6,12,300.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Whitefield,Whitefield,Yes
Udupi Delux,Casual Dining,2.6,140,400.0,No,No,"South Indian, North Indian, Chinese",Brookefield,Brookefield,Yes
Udupi Deluxe,Quick Bites,3.8,35,300.0,No,No,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura,Yes
Udupi Food Junction,Quick Bites,3.5,9,250.0,Yes,No,"South Indian, North Indian",Electronic City,Electronic City,Yes
Udupi Garden,Quick Bites,3.0,44,300.0,No,No,"North Indian, Chinese, South Indian, Street Food",Malleshwaram,Yeshwantpur,Yes
Udupi Gardenia,Quick Bites,3.3,21,400.0,Yes,No,South Indian,Kammanahalli,Banaswadi,Yes
Udupi Gokul Cafe,Quick Bites,3.8,58,300.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Udupi Grand,Quick Bites,2.8,64,300.0,No,No,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Yes
Udupi Grand Veg,Quick Bites,3.0,208,450.0,Yes,No,South Indian,Brookefield,Marathahalli,Yes
Udupi Nalapaka,Quick Bites,3.7,37,400.0,Yes,No,"South Indian, North Indian, Chinese",Bellandur,Bellandur,Yes
Udupi Palace,Quick Bites,3.7,446,400.0,No,No,"South Indian, North Indian, Chinese, Street Food",HSR,HSR,Yes
Udupi Ruchi,Quick Bites,3.8,40,300.0,Yes,No,"South Indian, Chinese, North Indian, Desserts, Continental",Malleshwaram,Rajajinagar,Yes
Udupi Ruchi Grand,Quick Bites,4.2,60,200.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Banashankari,Banashankari,Yes
Udupi Savi Thindi,"Takeaway, Delivery",3.5,15,300.0,Yes,No,"South Indian, North Indian, Chinese",HSR,Sarjapur Road,Yes
Udupi South Saviruchi,Quick Bites,3.7,15,250.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",New BEL Road,Jalahalli,Yes
Udupi Sri Krishna Bhavan,Quick Bites,4.1,238,600.0,No,No,South Indian,Banashankari,Basavanagudi,Yes
Udupi Sri Krishna Cafe,Casual Dining,3.9,14,600.0,Yes,No,"North Indian, South Indian",Banashankari,Jayanagar,Yes
Udupi Tazza Thindi,Quick Bites,3.2,7,300.0,No,No,"South Indian, North Indian, Chinese",New BEL Road,New BEL Road,Yes
Udupi Thaja Thindi,Quick Bites,2.9,42,250.0,Yes,No,"North Indian, South Indian, Chinese, Fast Food",Bannerghatta Road,BTM,Yes
Udupi Upachar,Quick Bites,3.3,6,250.0,No,No,"South Indian, North Indian, Chinese",Rajajinagar,Magadi Road,Yes
Udupi Upahar,Quick Bites,3.6,16,300.0,No,No,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Yes
Udupi Upahara,Quick Bites,3.6,47,300.0,No,No,"South Indian, North Indian",Koramangala 4th Block,Koramangala 1st Block,Yes
Udupi Vaibhav,Casual Dining,4.1,97,400.0,No,No,"Chinese, North Indian, South Indian",Marathahalli,Marathahalli,Yes
Ugadi,Casual Dining,2.9,177,700.0,No,No,"North Indian, Chinese, Biryani, Andhra, Mangalorean",Jayanagar,Jayanagar,Yes
Ujwal Bar & Restaurant,Casual Dining,3.8,111,750.0,Yes,No,"Seafood, North Indian, Chinese",Malleshwaram,RT Nagar,Yes
Ujwal Restaurant,"Bar, Casual Dining",3.9,149,600.0,Yes,No,"Seafood, North Indian, Chinese",New BEL Road,Sanjay Nagar,Yes
UK Foods,Delivery,2.8,40,200.0,No,No,South Indian,HSR,HSR,Yes
Ulavacharu,Casual Dining,2.8,40,900.0,Yes,Yes,"Andhra, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Ultra Biriyani Paradise,Quick Bites,3.2,4,300.0,No,No,Biryani,Sarjapur Road,Sarjapur Road,Yes
Uma Bhai Restaurant,Quick Bites,3.6,26,200.0,Yes,No,Oriya,Brookefield,Marathahalli,Yes
Uma Ki Rasoi,Quick Bites,3.9,40,250.0,Yes,No,North Indian,Electronic City,Electronic City,Yes
Umami & Beyond,"Takeaway, Delivery",3.7,23,400.0,Yes,No,"Continental, Healthy Food, Beverages",Indiranagar,Indiranagar,Yes
Uma's Home Food,Delivery,3.6,15,300.0,No,No,Healthy Food,Marathahalli,Marathahalli,Yes
Uncle's Kitchen,Quick Bites,2.8,12,450.0,No,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road,Yes
Under The Hood,Quick Bites,4.0,76,300.0,Yes,No,"Salad, Healthy Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Under The Tree,Dessert Parlor,3.0,64,200.0,Yes,No,"Desserts, Juices, Fast Food",Indiranagar,Domlur,Yes
Unico,Casual Dining,3.7,66,550.0,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Bellandur,Yes
Unicorn Bar & Restaurant,"Casual Dining, Bar",3.9,119,800.0,No,No,"Seafood, North Indian, Chinese",Brigade Road,Infantry Road,Yes
UNIK Food,Quick Bites,3.3,4,300.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Jayanagar,Yes
Unlock - The Restobar,Lounge,3.8,27,1200.0,No,No,Japanese,Electronic City,Electronic City,Yes
Unlock - The Restobar - Keys Hotel,Lounge,3.7,32,2000.0,No,No,Finger Food,Brookefield,Whitefield,Yes
Uno Chicago Bar & Grill,"Bar, Casual Dining",4.2,156,1800.0,No,Yes,"American, Italian",Whitefield,Whitefield,Yes
Up Bhavan,Sweet Shop,3.4,6,150.0,No,No,"Mithai, Street Food",Brigade Road,Commercial Street,Yes
Up Shawarma,Quick Bites,3.4,13,150.0,Yes,No,Arabian,Bellandur,Bellandur,Yes
UP Style North Indian Food,"Takeaway, Delivery",3.6,46,100.0,Yes,No,North Indian,Basavanagudi,Jayanagar,Yes
Upahar Banashree,Quick Bites,3.4,18,400.0,Yes,No,"South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,Yes
Upahar Sagar,Quick Bites,3.8,39,350.0,No,No,"South Indian, Chinese, North Indian",Banashankari,Banashankari,Yes
Upahara Bhavan,Quick Bites,3.8,55,300.0,Yes,No,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Yes
Upahara Darshini,Casual Dining,3.9,40,600.0,Yes,No,"North Indian, Chinese, South Indian, Fast Food",Banashankari,Basavanagudi,Yes
Upahara Mandira,Quick Bites,3.9,24,300.0,Yes,No,"South Indian, North Indian, Chinese",Frazer Town,HBR Layout,Yes
Upahara Sagar,Quick Bites,2.9,25,300.0,No,No,"South Indian, North Indian, Chinese",Koramangala 5th Block,Jayanagar,Yes
Uphar Dharshni,Quick Bites,3.6,15,150.0,No,No,"South Indian, North Indian",Basavanagudi,Jayanagar,Yes
Uphara Kendra,Quick Bites,3.6,34,100.0,No,No,South Indian,Basavanagudi,Basavanagudi,Yes
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,Casual Dining,4.3,400,2000.0,No,Yes,BBQ,Whitefield,Whitefield,Yes
Upsouth,Food Court,3.8,51,300.0,Yes,No,South Indian,Frazer Town,Banaswadi,Yes
Uptown Sliders & Shakes,Quick Bites,3.9,112,600.0,Yes,No,"Burger, Fast Food, Beverages",Bellandur,HSR,Yes
Ur Cutlet Factory,"Takeaway, Delivery",3.1,5,200.0,No,No,Fast Food,HSR,HSR,Yes
Urban Bakes & Cafe,Cafe,3.7,33,500.0,No,No,"Cafe, Bakery",Kalyan Nagar,Banaswadi,Yes
Urban Grills Restaurant,Casual Dining,3.5,45,700.0,No,No,"Arabian, North Indian, Biryani",Whitefield,Whitefield,Yes
Urban Kitchen,Delivery,3.4,6,400.0,Yes,No,"Asian, North Indian",Kalyan Nagar,Banaswadi,Yes
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,"Cafe, Casual Dining",3.9,461,800.0,Yes,No,"Cafe, American, Continental, Steak",Brigade Road,Ulsoor,Yes
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,"Cafe, Casual Dining",3.9,464,800.0,Yes,No,"Cafe, American, Continental, Steak",MG Road,Ulsoor,Yes
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,"Cafe, Casual Dining",3.9,464,800.0,Yes,No,"Cafe, American, Continental, Steak",Lavelle Road,Ulsoor,Yes
Urban Spice,Casual Dining,3.6,23,800.0,Yes,No,"North Indian, Chinese, Continental",Koramangala 4th Block,Ejipura,Yes
Urban Spoon Buffet Restaurant,Casual Dining,3.5,32,1000.0,No,Yes,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Urban Tamaasha,Casual Dining,4.1,840,1200.0,Yes,Yes,"North Indian, Chinese, Continental",Indiranagar,Indiranagar,Yes
Urban Treat,Quick Bites,3.3,10,250.0,No,No,"South Indian, North Indian, Street Food",Old Airport Road,CV Raman Nagar,Yes
Urban Udupi Veg Restaurant,Casual Dining,3.5,9,400.0,No,No,"Chinese, North Indian, South Indian",Electronic City,Electronic City,Yes
Urvashi,Casual Dining,2.8,40,600.0,Yes,No,"South Indian, Chinese, Seafood, Biryani",HSR,HSR,Yes
US Pizza,Quick Bites,2.4,63,500.0,Yes,No,"Pizza, Italian, Salad",Marathahalli,Kaggadasapura,Yes
Ustaad Biryani,Delivery,3.2,5,500.0,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",HSR,Yes
UTHRA,Casual Dining,4.0,103,800.0,No,Yes,"North Indian, Modern Indian",Indiranagar,Indiranagar,Yes
Utopia,Casual Dining,2.8,59,550.0,No,No,"North Indian, Chinese",Brookefield,Marathahalli,Yes
Utsav,Quick Bites,3.7,59,200.0,Yes,No,"North Indian, Street Food",Banashankari,Banashankari,Yes
Utsav Restaurant,Casual Dining,3.6,23,1000.0,No,No,"North Indian, Chinese, Italian, South Indian",Bannerghatta Road,Bannerghatta Road,Yes
Utsava Grand,Quick Bites,3.6,14,300.0,No,No,"South Indian, North Indian, Chinese",Rajajinagar,Majestic,Yes
Utse Kitchen,Casual Dining,4.2,171,800.0,Yes,No,"Nepalese, Tibetan, Momos",Indiranagar,Commercial Street,Yes
Uttar Karnataka Lunch Home,Quick Bites,3.1,6,150.0,No,No,South Indian,Bellandur,Bellandur,Yes
Uttar Karnataka Meals Restaurant,Quick Bites,3.7,26,200.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",Jayanagar,Yes
Uttara Karanataka Mess,Mess,3.3,5,200.0,No,No,South Indian,Jayanagar,JP Nagar,Yes
Uttarkhand,Casual Dining,2.9,21,700.0,No,No,"Chinese, North Indian, Continental",Malleshwaram,Seshadripuram,Yes
V B Bakery,Bakery,4.2,502,150.0,No,No,Bakery,Basavanagudi,Basavanagudi,Yes
V.S. Garden Restaurant,Casual Dining,3.5,17,800.0,No,No,"North Indian, Chinese",Koramangala 4th Block,Ejipura,Yes
Vaathsalya Millet Cafe,Casual Dining,4.1,293,500.0,Yes,Yes,"Healthy Food, South Indian",Bannerghatta Road,JP Nagar,Yes
Vaho Kafe & Pressery,Cafe,3.9,124,500.0,No,No,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",Bannerghatta Road,Bannerghatta Road,Yes
Vaigai Express,Food Court,3.3,9,400.0,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Whitefield,Yes
Vaishali Deluxe,Casual Dining,3.8,42,700.0,No,No,"North Indian, Chinese",Banashankari,Banashankari,Yes
Vakulaa Veg Restaurant,Quick Bites,3.9,49,200.0,Yes,No,"South Indian, North Indian",Basavanagudi,Jayanagar,Yes
Vanas,Casual Dining,4.0,72,400.0,Yes,No,"Mangalorean, Seafood",Frazer Town,Kammanahalli,Yes
Vandana Andhra and Multi Cuisine,Casual Dining,4.1,481,900.0,Yes,Yes,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",Bellandur,Sarjapur Road,Yes
Vande Matharam,Casual Dining,2.3,178,500.0,Yes,No,"North Indian, Chinese, South Indian, Street Food",Malleshwaram,Rajajinagar,Yes
Vani Hindu Military Hotel,Quick Bites,3.3,4,250.0,No,No,South Indian,Indiranagar,Indiranagar,Yes
Vanilla Pod,Bakery,2.8,40,300.0,No,No,Bakery,Koramangala 4th Block,Koramangala 4th Block,Yes
Vanilla Sky,Lounge,4.6,766,1200.0,No,Yes,"Chinese, Continental, North Indian, Finger Food",HSR,HSR,Yes
Vapour Brewpub and Diner,"Microbrewery, Pub",4.5,2878,1400.0,No,Yes,"North Indian, Continental, Italian",Sarjapur Road,Sarjapur Road,Yes
Vapour Pub & Brewery,"Microbrewery, Pub",4.2,6907,1400.0,No,Yes,"North Indian, Continental, Chinese",Indiranagar,Indiranagar,Yes
Varenyam,Casual Dining,3.7,56,500.0,No,No,"South Indian, North Indian",Electronic City,Electronic City,Yes
Vasanth Vihar - Since 1965,Quick Bites,3.6,95,150.0,Yes,No,"South Indian, Street Food",Banashankari,Banashankari,Yes
Vasantha Grand,Quick Bites,2.8,40,250.0,No,No,"South Indian, North Indian, Chinese",Bannerghatta Road,JP Nagar,Yes
Vasu Biriyani Paradise,Quick Bites,3.1,6,350.0,No,No,"North Indian, Biryani, Chinese",Electronic City,Electronic City,Yes
Vasudev Adiga's,Casual Dining,2.3,291,250.0,No,No,"South Indian, North Indian, Chinese, Street Food",JP Nagar,Bannerghatta Road,Yes
Vayam Veg Fine Dine,Casual Dining,3.8,36,700.0,Yes,No,"North Indian, South Indian, Chinese, Mexican",Rajajinagar,Magadi Road,Yes
Veena Stores,Quick Bites,4.5,2407,150.0,Yes,No,South Indian,Malleshwaram,Malleshwaram,Yes
Veg By Nature,Quick Bites,2.9,57,300.0,No,No,North Indian,Malleshwaram,Malleshwaram,Yes
Veg Rasoi,Delivery,3.9,92,600.0,Yes,No,"North Indian, Rajasthani",Bellandur,HSR,Yes
Vegan Heat,"Takeaway, Delivery",4.1,313,650.0,Yes,No,"Healthy Food, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Veganbreak24x7,"Takeaway, Delivery",2.8,5,199.0,Yes,No,"South Indian, Chinese, Continental, Biryani",Banashankari,City Market,Yes
VEGeatz,Quick Bites,3.4,19,200.0,Yes,No,"South Indian, North Indian",Banashankari,Banashankari,Yes
Vegetalia,"Takeaway, Delivery",3.7,27,400.0,Yes,No,"Italian, Pizza",Banashankari,Banashankari,Yes
Vegetarea,"Takeaway, Delivery",2.8,40,250.0,Yes,No,South Indian,Electronic City,Electronic City,Yes
Vegtaurant,Quick Bites,3.7,88,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,Yes
Velvet Kitchen,Casual Dining,3.5,15,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Yes
Vembanad - The Paul,Casual Dining,4.2,325,1800.0,No,Yes,"Seafood, Kerala",Indiranagar,Domlur,Yes
Venad Kitchen,"Takeaway, Delivery",3.8,93,300.0,Yes,No,Kerala,Marathahalli,Kaggadasapura,Yes
Venadu Restaurant,Casual Dining,3.4,7,700.0,No,No,Kerala,Electronic City,Electronic City,Yes
Venessa,Casual Dining,2.8,40,1200.0,No,No,"North Indian, South Indian, Asian, Continental","Byresandra,Tavarekere,Madiwala",BTM,Yes
Venice Kerala Restaurant,Quick Bites,3.7,32,200.0,No,No,Kerala,Brookefield,Brookefield,Yes
Venkataramana Nellore Mess,Mess,3.9,97,300.0,Yes,No,"Andhra, South Indian",Sarjapur Road,HSR,Yes
Venkateshwara Foods,"Takeaway, Delivery",3.0,13,400.0,Yes,No,"Street Food, South Indian",Brigade Road,Residency Road,Yes
Venkateshwara Sweets and Restaurant,"Casual Dining, Sweet Shop",3.6,40,400.0,No,No,"South Indian, Mithai, Chinese, North Indian",Bannerghatta Road,JP Nagar,Yes
Venky's Xprs,"Quick Bites, Meat Shop",3.7,35,350.0,No,No,"Fast Food, Raw Meats",Kalyan Nagar,Kalyan Nagar,Yes
Vennela Andhra Meals,Quick Bites,3.0,23,400.0,Yes,No,Andhra,Banashankari,Jayanagar,Yes
Venus Bake Point,Bakery,3.5,6,500.0,Yes,No,Bakery,Indiranagar,Old Airport Road,Yes
Venus Biryani,Quick Bites,3.0,143,200.0,Yes,No,"Biryani, Chinese",Indiranagar,Domlur,Yes
Vera Italiano,Casual Dining,4.1,198,600.0,Yes,No,Italian,Kalyan Nagar,Kalyan Nagar,Yes
Veruthe Oru Thattukada,Casual Dining,3.8,149,400.0,No,No,"Kerala, South Indian",Bannerghatta Road,Bannerghatta Road,Yes
Vi Ra's Bar and Restaurant,Bar,3.3,62,800.0,No,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari,Yes
Via Milano,Casual Dining,4.2,1617,1500.0,Yes,Yes,"Salad, Italian, Desserts, Pizza","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,Yes
Viceroy's Sarathi,"Casual Dining, Bar",3.8,137,750.0,Yes,No,"North Indian, Chinese",Frazer Town,Indiranagar,Yes
Victoria Terminus,Quick Bites,,40,250.0,No,No,"Fast Food, Maharashtrian",Basavanagudi,Basavanagudi,Yes
Vidya Cafe,Quick Bites,3.2,4,300.0,Yes,No,"Burger, Fast Food, Desserts, Sandwich",Bannerghatta Road,JP Nagar,Yes
Vidyarthi Bhavan,Quick Bites,4.4,4460,150.0,No,No,South Indian,Banashankari,Basavanagudi,Yes
Vietnamese Kitchen,Casual Dining,3.6,104,700.0,Yes,No,Vietnamese,Jayanagar,Banashankari,Yes
VIHAR Family Restaurant,Casual Dining,4.0,69,600.0,No,No,"Chinese, North Indian, Mangalorean",Whitefield,Whitefield,Yes
Vijay Vihar,Casual Dining,3.7,20,700.0,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,Yes
Vijaya Gardenia,Casual Dining,3.3,63,500.0,Yes,No,"North Indian, Chinese, Andhra",Indiranagar,Banaswadi,Yes
Vijaya Sagar,Quick Bites,3.6,15,300.0,No,No,"South Indian, North Indian, Chinese",Basavanagudi,Wilson Garden,Yes
Vijayalakshmi,Quick Bites,3.9,47,200.0,Yes,No,South Indian,Banashankari,Basavanagudi,Yes
Vijayalakshmi Veg,Quick Bites,2.8,40,200.0,No,No,South Indian,Malleshwaram,Malleshwaram,Yes
Vijayas Biryani Palace,Quick Bites,3.8,36,400.0,Yes,No,"Biryani, Chinese, South Indian, North Indian",Whitefield,Whitefield,Yes
Vijayawada Heights,Casual Dining,2.9,24,600.0,Yes,No,North Indian,Electronic City,Electronic City,Yes
Vijayawada Style,Delivery,3.2,22,300.0,Yes,No,"North Indian, South Indian, Chinese",HSR,Bommanahalli,Yes
Vijayawadavari Sandya Andhra Mess,Mess,3.6,18,200.0,Yes,No,Andhra,Electronic City,Electronic City,Yes
Vijayawadawari Sandhya Andhra Mess,Quick Bites,3.4,10,400.0,Yes,No,"North Indian, Biryani, South Indian",Electronic City,Electronic City,Yes
Viking,Casual Dining,2.9,86,450.0,No,No,"Chinese, North Indian",Malleshwaram,Malleshwaram,Yes
Village - The Soul of India,Casual Dining,3.9,1225,1100.0,No,No,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",Bellandur,Sarjapur Road,Yes
